StructuredCallEntryID,Exchange,ExchSegment,ScripCode,Price,StopLoss,TargetPrice,Validity,RRRValue,InternalRemark,Header,CallType,CategoryID,SubCategoryID,UserID,InsertionTime,IsActive,Attachment,Status,StatusDescreption,BuySell,SendTo,ScripName,ImageURL,ModifiedDT,LastTradedPrice,CallClosedBy,CallClosedDT,CallClosedLTP
2043,NSE,OPT,48223,7.00,0.05,24.00,18-10-2023 00:00:00,NA,,Index Option-BANKNIFTY 18 OCT 43900 CE BUY,Calls,2,10,6,18-10-2023 15:06:46,False,,Closed,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",BANKNIFTY 18 Oct 2023 CE 43900.00,,01-01-1900 00:00:00,0.00,,,0.00
2044,NSE,EQUITY,757,4075.10,4067.9,4078.80,18-10-2023 00:00:00,NA,,Intraday Trade - BUY CRISIL,Calls,2,10,6,18-10-2023 15:11:18,False,,Closed,SL Triggered,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",CRISIL,,01-01-1900 00:00:00,0.00,,,0.00
2045,NSE,OPT,44454,34.00,26,48.00,19-10-2023 00:00:00,NA,,Index Option-BUY NIFTY 19550 CE,Calls,2,9,6,19-10-2023 09:35:47,False,,Closed,Target Done,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",NIFTY 19 Oct 2023 CE 19550.00,,01-01-1900 00:00:00,0.00,,,0.00
2046,NSE,EQUITY,757,4101.10,4074.9,4138.00,19-10-2023 00:00:00,NA,,Intraday Trade-CRISIL,Calls,2,9,6,19-10-2023 10:13:01,False,,Closed,Target Done,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",CRISIL,,01-01-1900 00:00:00,0.00,,,0.00
2047,NSE,EQUITY,18581,1062.10,1052.95,1074.50,19-10-2023 00:00:00,NA,,Momentum Trade- BUY KIRLOSBROS,Calls,2,10,6,19-10-2023 10:40:44,False,,Closed,Not Executed,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",KIRLOSBROS,,01-01-1900 00:00:00,0.00,,,0.00
2048,NSE,FUTCUR,3935,100.97,101.9,100.75,19-10-2023 00:00:00,NA,,Currency Trade- SELL GBPINR ,Calls,2,9,6,19-10-2023 11:29:45,False,,Closed,Target Done,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",GBPINR 20 Oct 2023,,01-01-1900 00:00:00,0.00,,,0.00
2049,NSE,OPT,124744,84.00,56,138.00,19-10-2023 00:00:00,NA,,Stock Option- BUY MARUTI OCT 10800 CE,Calls,2,10,6,19-10-2023 11:56:04,False,,Closed,Exited at 86,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",MARUTI 26 Oct 2023 CE 10800.00,,01-01-1900 00:00:00,0.00,,,0.00
2050,NSE,EQUITY,236,3105.00,3050,3240.00,27-10-2023 00:00:00,NA,,Stock of the Day-BUY ASIANPAINT,Calls,1,6,6,19-10-2023 12:28:43,False,,Open,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",ASIANPAINT,,01-01-1900 00:00:00,0.00,,,0.00
2051,NSE,FUTIDX,35078,43869.90,43920.1,43811.00,19-10-2023 00:00:00,NA,,Index Future- SELL BANKNIFTY OCT FUT,Calls,2,9,6,19-10-2023 12:43:36,False,,Closed,SL Triggered,Sell,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",BANKNIFTY 26 Oct 2023,,01-01-1900 00:00:00,0.00,,,0.00
2052,NSE,EQUITY,13081,405.10,400.95,409.80,19-10-2023 00:00:00,NA,,Intraday Trade- BUY TRIVENI,Calls,2,9,6,19-10-2023 13:09:46,False,,Closed,Not Executed,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",TRIVENI,,01-01-1900 00:00:00,0.00,,,0.00
2053,NSE,FUTIDX,35079,19629.90,19641.1,19612.00,19-10-2023 00:00:00,NA,,Index Future- SELL NIFTY OCT FUT	,Calls,2,9,6,19-10-2023 13:36:31,False,,Closed,SL Triggered,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",NIFTY 26 Oct 2023,,01-01-1900 00:00:00,0.00,,,0.00
2054,NSE,OPT,82486,104.10,89.95,127.00,24-10-2023 00:00:00,NA,,Stock Option- BUY COFORGE OCT 5100 CE,Calls,2,10,6,19-10-2023 15:00:48,False,,Open,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",COFORGE 26 Oct 2023 CE 5100.00,,01-01-1900 00:00:00,0.00,,,0.00
2055,NSE,OPT,75027,65.10,56.95,74.95,20-10-2023 00:00:00,NA,,Stock Option-BUY BAJAJ-AUTO 5500 CE,Calls,2,9,6,20-10-2023 09:21:40,False,,Closed,Call Update: Not Executed,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",BAJAJ-AUTO 26 Oct 2023 CE 5500.00,,01-01-1900 00:00:00,0.00,,,0.00
2056,NSE,EQUITY,1630,621.10,616.95,627.40,20-10-2023 00:00:00,NA,,Intraday Trade- BUY IONEXCHANG,Calls,2,9,6,20-10-2023 09:26:16,False,,Closed,Target Done,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",IONEXCHANG,,01-01-1900 00:00:00,0.00,,,0.00
2057,NSE,OPT,56149,320.10,279.9,368.00,20-10-2023 00:00:00,NA,,Index Option-BANKNIFTY OCT 43700 CE,Calls,2,9,6,20-10-2023 09:36:32,False,,Closed,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",BANKNIFTY 26 Oct 2023 CE 43700.00,,01-01-1900 00:00:00,0.00,,,0.00
2058,MCX,FUTCOMM,257618,697.75,699.25,695.75,20-10-2023 00:00:00,NA,,Base Metal- SELL COPPER,Calls,2,9,6,20-10-2023 09:46:58,False,,Closed,Target Done,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",COPPER 31 Oct 2023,,01-01-1900 00:00:00,0.00,,,0.00
2059,MCX,FUTCOMM,257264,7445.00,7415,7485.00,20-10-2023 00:00:00,NA,,Energy- BUY CRUDE OIL,Calls,2,9,6,20-10-2023 10:14:28,False,,Closed,SL Triggered,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",CRUDEOIL 17 Nov 2023,,01-01-1900 00:00:00,0.00,,,0.00
2060,NSE,OPT,67304,76.00,62,90.00,20-10-2023 00:00:00,NA,,Index Option-BUY NIFTY OCT 19600  CE,Calls,2,9,6,20-10-2023 10:20:21,False,,Closed,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",NIFTY 26 Oct 2023 CE 19600.00,,01-01-1900 00:00:00,0.00,,,0.00
2061,NSE,EQUITY,757,4230.10,4219.9,4247.50,20-10-2023 00:00:00,NA,,Intraday Trade- BUY CRISIL,Calls,2,9,6,20-10-2023 10:55:53,False,,Closed,Not Executed,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",CRISIL,,01-01-1900 00:00:00,0.00,,,0.00
2062,NSE,EQUITY,22,0.00,0.0001,0.00,20-10-2023 00:00:00,NA,njkbjkm,test notification,Calls,1,6,6,20-10-2023 12:01:51,False,,Open,buy order,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",ACC,,01-01-1900 00:00:00,0.00,,,0.00
2063,MCX,FUTCOMM,250883,60539.00,60601,60465.00,20-10-2023 00:00:00,NA,,Bullions- SELL GOLD,Calls,2,9,6,20-10-2023 12:06:30,False,,Closed,SL Triggered,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",GOLD 05 Dec 2023,,01-01-1900 00:00:00,0.00,,,0.00
2064,NSE,FUTIDX,35078,43776.00,43724,43844.00,20-10-2023 00:00:00,NA,,Index Future- BUY BANKNIFTY OCT FUT,Calls,2,9,6,20-10-2023 12:56:10,False,,Closed,Target Done,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",BANKNIFTY 26 Oct 2023,,01-01-1900 00:00:00,0.00,,,0.00
2065,NSE,EQUITY,10285,74.10,69.95,83.50,20-10-2023 00:00:00,NA,,Wealth Pick- BUY AYMSYNTAX,Calls,1,7,6,20-10-2023 14:26:19,False,,Closed,Call Update : Not Executed,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",AYMSYNTEX,,01-01-1900 00:00:00,0.00,,,0.00
2066,NSE,EQUITY,757,4201.10,4189.95,4214.75,20-10-2023 00:00:00,NA,,Momentum Trade- BUY CRISIL ,Calls,2,10,6,20-10-2023 15:02:16,False,,Closed,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",CRISIL,,01-01-1900 00:00:00,0.00,,,0.00
2067,NSE,EQUITY,757,4251.10,4234.95,4274.70,23-10-2023 00:00:00,NA,,Intraday Trade- BUY CRISIL,Calls,2,9,6,23-10-2023 09:45:48,False,,Closed,Not Ececuted,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",CRISIL,,01-01-1900 00:00:00,0.00,,,0.00
2068,NSE,EQUITY,22,1970.00,1945,2025.00,31-10-2023 00:00:00,NA,,Stock of the Day- BUY ACC,Calls,1,6,6,23-10-2023 09:53:20,False,,Closed,Update: SL Triggered,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",ACC,,01-01-1900 00:00:00,0.00,,,0.00
2069,NSE,OPT,56149,263.00,237.9,289.50,23-10-2023 00:00:00,NA,,Index Option- BUY BANKNIFTY OCT 43700 CE,Calls,2,9,6,23-10-2023 10:07:44,False,,Closed,Not Executed,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",BANKNIFTY 26 Oct 2023 CE 43700.00,,01-01-1900 00:00:00,0.00,,,0.00
2070,MCX,FUTCOMM,257263,7231.00,7254,7203.00,23-10-2023 00:00:00,NA,,Energy-SELL CRUDE OIL,Calls,2,9,6,23-10-2023 10:25:30,False,,Open,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",CRUDEOILM 17 Nov 2023,,01-01-1900 00:00:00,0.00,,,0.00
2071,MCX,FUTCOMM,257264,7235.00,7254,7203.00,23-10-2023 00:00:00,NA,,Energy-SELL CRUDE OIL ,Calls,2,9,6,23-10-2023 10:56:36,False,,Closed,SL Triggered,Sell,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",CRUDEOIL 17 Nov 2023,,01-01-1900 00:00:00,0.00,,,0.00
2072,MCX,FUTCOMM,250883,60500.00,60556,60431.00,23-10-2023 00:00:00,NA,,Bullions : SELL GOLD DEC FUT,Calls,2,9,6,23-10-2023 10:58:57,False,,Closed,Call Update: Not Executed,Sell,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",GOLD 05 Dec 2023,,01-01-1900 00:00:00,0.00,,,0.00
2073,NSE,OPT,56149,220.10,194.9,249.30,23-10-2023 00:00:00,NA,,Index Option- BUY BANKNIFTY OCT 43700 CE,Calls,2,9,6,23-10-2023 11:59:30,False,,Closed,SL Trigeered,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",BANKNIFTY 26 Oct 2023 CE 43700.00,,01-01-1900 00:00:00,0.00,,,0.00
2074,NSE,FUTCUR,1028,101.10,100.99,101.27,23-10-2023 00:00:00,NA,,Currency Trade- BUY GBPINR OCT FUT,Calls,2,9,6,23-10-2023 12:27:59,False,,Closed,Target Done,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",GBPINR 27 Oct 2023,,01-01-1900 00:00:00,0.00,,,0.00
2075,NSE,FUTIDX,35078,43710.00,43656,43784.00,23-10-2023 00:00:00,NA,,Index Future - BUY BANKNIFTY OCT FUT,Calls,2,9,6,23-10-2023 14:01:53,False,,Closed,Not Executed,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",BANKNIFTY 26 Oct 2023,,01-01-1900 00:00:00,0.00,,,0.00
2076,NSE,FUTIDX,63585,19631.10,19599.9,19664.40,23-10-2023 00:00:00,NA,,Index Future - BUY FINNIFTY OCT FUT,Calls,2,9,6,23-10-2023 14:16:51,False,,Closed,Not Executed,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",FINNIFTY 31 Oct 2023,,01-01-1900 00:00:00,0.00,,,0.00
2077,NSE,EQUITY,9408,1130.10,1124.95,1137.40,23-10-2023 00:00:00,NA,,Intraday Trade- BUY RAINBOW,Calls,2,9,6,23-10-2023 14:25:50,False,,Closed,Not Executed,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",RAINBOW,,01-01-1900 00:00:00,0.00,,,0.00
2078,NSE,OPT,54288,10.00,0.05,24.00,23-10-2023 00:00:00,NA,,Index Option- BUY FINNIFTY 23 OCT 19400 CE,Calls,2,9,6,23-10-2023 15:18:38,False,,Closed,Target Done,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",FINNIFTY 23 Oct 2023 CE 19400.00,,01-01-1900 00:00:00,0.00,,,0.00
2079,MCX,FUTCOMM,257618,693.60,691.9,695.40,23-10-2023 00:00:00,NA,,Base Metal-BUY COPPER,Calls,2,9,6,23-10-2023 17:26:26,False,,Open,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",COPPER 31 Oct 2023,,01-01-1900 00:00:00,0.00,,,0.00
2080,MCX,FUTCOMM,250882,72274.00,72426,72028.00,23-10-2023 00:00:00,NA,,Bullions- SELL SILVER DEC FUT,Calls,2,9,6,23-10-2023 18:20:02,False,,Open,,Sell,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",SILVER 05 Dec 2023,,01-01-1900 00:00:00,0.00,,,0.00
2081,NSE,OPT,108684,64.10,55.9,77.60,25-10-2023 00:00:00,NA,,Stock Option : BUY INDIGO NOV 2500 CE,Calls,2,10,6,25-10-2023 10:15:02,False,,Closed,Trade Update: Target Done,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",INDIGO 30 Nov 2023 CE 2500.00,,01-01-1900 00:00:00,0.00,,,0.00
2082,NSE,EQUITY,11195,2455.10,2419.8,2494.00,25-10-2023 00:00:00,NA,,Momentum Trade- BUY INDIGO,Calls,2,10,6,25-10-2023 10:20:59,False,,Open,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",INDIGO,,01-01-1900 00:00:00,0.00,,,0.00
2083,MCX,FUTCOMM,259036,248.10,245.9,250.50,25-10-2023 00:00:00,NA,,Energy- BUY NATURAL GAS,Calls,2,9,6,25-10-2023 10:41:59,False,,Open,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",NATURALGAS 26 Oct 2023,,01-01-1900 00:00:00,0.00,,,0.00
2084,NSE,EQUITY,757,3976.10,3959.9,3992.70,25-10-2023 00:00:00,NA,,Intraday Trade- BUY CRISIL,Calls,2,9,6,25-10-2023 12:31:14,False,,Open,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",CRISIL,,01-01-1900 00:00:00,0.00,,,0.00
2085,NSE,FUTCUR,1211,83.18,83.15,83.24,25-10-2023 00:00:00,NA,,Currency Trade- BUY USDINR,Calls,2,9,6,25-10-2023 12:53:34,False,,Open,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",USDINR 03 Nov 2023,,01-01-1900 00:00:00,0.00,,,0.00
2086,NSE,EQUITY,1164,1116.10,1101.95,1132.60,25-10-2023 00:00:00,NA,,Intraday Trade- BUY NEWGEN,Calls,2,9,6,25-10-2023 12:58:32,False,,Open,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",NEWGEN,,01-01-1900 00:00:00,0.00,,,0.00
2087,NSE,OPT,51724,65.60,49.95,81.90,25-10-2023 00:00:00,NA,,Index Option-  BUY MIDCPNIFTY OCT 8700 PE,Calls,2,9,6,25-10-2023 13:13:31,False,,Open,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",MIDCPNIFTY 30 Oct 2023 PE 8700.00,,01-01-1900 00:00:00,0.00,,,0.00
2088,NSE,OPT,52681,51.00,29,73.00,25-10-2023 00:00:00,NA,,Index Option- BUY BANKNIFTY 43300 CE,Calls,2,9,6,25-10-2023 13:21:34,False,,Open,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",BANKNIFTY 26 Oct 2023 CE 43300.00,,01-01-1900 00:00:00,0.00,,,0.00
2089,NSE,EQUITY,22347,515.10,499.9,537.50,27-10-2023 00:00:00,NA,,Momentum Trade- BUY MACPOWER,Calls,2,10,6,25-10-2023 13:49:56,False,,Open,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",MACPOWER,,01-01-1900 00:00:00,0.00,,,0.00
2090,NSE,EQUITY,757,3965.10,3949.9,3987.00,26-10-2023 00:00:00,NA,,Intraday Trade - BUY CRISIL,Calls,2,9,6,26-10-2023 10:16:39,False,,Closed,Call Update: Not Executed,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",CRISIL,,01-01-1900 00:00:00,0.00,,,0.00
2091,NSE,FUTCUR,1028,100.60,100.5475,100.69,26-10-2023 00:00:00,NA,,Currency Trade : GBPINR ,Calls,2,9,6,26-10-2023 10:36:46,False,,Closed,Call Update : SL Triggered,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",GBPINR 27 Oct 2023,,01-01-1900 00:00:00,0.00,,,0.00
2092,NSE,FUTIDX,35078,42372.00,42299,42447.00,26-10-2023 00:00:00,NA,,Index Future : BUY BANKNIFTY OCT FUT,Calls,2,9,6,26-10-2023 10:52:53,False,,Closed,Call Update: Not Executed,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",BANKNIFTY 26 Oct 2023,,01-01-1900 00:00:00,0.00,,,0.00
2093,NSE,OPT,52662,181.10,149.9,214.60,26-10-2023 00:00:00,NA,,Index Option: BUY BANKNIFTY 42300 PE,Calls,2,9,6,26-10-2023 11:59:39,False,,Closed,Call Update: Target Done,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",BANKNIFTY 26 Oct 2023 PE 42300.00,,01-01-1900 00:00:00,0.00,,,0.00
2094,NSE,EQUITY,958,3095.00,3019.9,3182.00,03-11-2023 00:00:00,NA,,Stock of the Day- BUY ESCORTS ,Calls,1,6,6,26-10-2023 12:28:48,False,,Closed,Trade Update: Target Done,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",ESCORTS,,01-01-1900 00:00:00,0.00,,,0.00
2095,NSE,EQUITY,10285,66.40,62.9,77.40,24-11-2023 00:00:00,NA,,Value Invest: AYMSYNTEX,Calls,1,8,6,26-10-2023 12:48:46,False,,Open,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",AYMSYNTEX,,01-01-1900 00:00:00,0.00,,,0.00
2096,NSE,EQUITY,2031,1515.10,1489.9,1547.40,10-11-2023 00:00:00,NA,,Momentum Trade : BUY M&M,Calls,2,10,6,26-10-2023 14:11:40,False,,Closed,Trade Update : SL Triggered,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",M&M,,01-01-1900 00:00:00,0.00,,,0.00
2097,NSE,OPT,52662,83.00,49.9,116.80,26-10-2023 00:00:00,NA,,Index Option: BANKNIFTY OCT 42300 PE,Calls,2,9,6,26-10-2023 14:17:09,False,,Closed,Trade Update : Target Done,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",BANKNIFTY 26 Oct 2023 PE 42300.00,,01-01-1900 00:00:00,0.00,,,0.00
2098,NSE,FUTIDX,35078,42175.90,42231.1,42114.00,26-10-2023 00:00:00,NA,,Index Fut : SELL BANKNIFTY OCT FUT,Calls,2,9,6,26-10-2023 14:37:30,False,,Closed,Call Update: Not Executed,Sell,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",BANKNIFTY 26 Oct 2023,,01-01-1900 00:00:00,0.00,,,0.00
2099,NSE,OPT,64882,14.00,9.9,19.90,02-11-2023 00:00:00,NA,,Stock Option : BUY AXISBANK NOV 1000 CE,Calls,2,10,6,26-10-2023 15:23:54,False,,Closed,Trade Update: Target Done,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",AXISBANK 30 Nov 2023 CE 1000.00,,01-01-1900 00:00:00,0.00,,,0.00
2100,MCX,FUTCOMM,257264,7019.00,7051,6973.00,26-10-2023 00:00:00,NA,,Energy: SELL CRUDE OIL,Calls,2,9,6,26-10-2023 16:08:02,False,,Closed,Update: Target Done,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",CRUDEOIL 17 Nov 2023,,01-01-1900 00:00:00,0.00,,,0.00
2101,MCX,FUTCOMM,250883,60819.00,60873,60755.00,26-10-2023 00:00:00,NA,,Bullions : SELL GOLD DEC FUT,Calls,2,9,6,26-10-2023 18:07:08,False,,Closed,Trade Update: Target Done,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",GOLD 05 Dec 2023,,01-01-1900 00:00:00,0.00,,,0.00
2102,NSE,EQUITY,18365,6030.10,6014.9,6046.80,27-10-2023 00:00:00,NA,,Intraday Trade: BUY PERSISTENT,Calls,2,9,6,27-10-2023 09:38:44,False,,Closed,Trade Update: Target Done,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",PERSISTENT,,01-01-1900 00:00:00,0.00,,,0.00
2103,NSE,OPT,129708,5.30,3.95,7.90,27-10-2023 00:00:00,NA,,Stock Option: NMDC NOV 155 CE,Calls,2,10,6,27-10-2023 10:10:00,False,,Closed,Trade Update: Target Done,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",NMDC 30 Nov 2023 CE 155.00,,01-01-1900 00:00:00,0.00,,,0.00
2104,NSE,EQUITY,757,3951.10,3939.9,3967.60,27-10-2023 00:00:00,NA,,Intraday Trade : BUY CRISIL,Calls,2,9,6,27-10-2023 10:39:15,False,,Closed,Trade Update: Target Done,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",CRISIL,,01-01-1900 00:00:00,0.00,,,0.00
2105,NSE,OPT,84469,37.20,31.95,43.70,27-10-2023 00:00:00,NA,,Stock Option: BUY GRASIM 1900 CE,Calls,2,10,6,27-10-2023 11:55:39,False,,Closed,Trade Update: Not Executed,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",GRASIM 30 Nov 2023 CE 1900.00,,01-01-1900 00:00:00,0.00,,,0.00
2106,MCX,FUTCOMM,250882,71901.00,71819,71988.00,27-10-2023 00:00:00,NA,,Bullions: BUY SILVER DEC FUT,Calls,2,9,6,27-10-2023 12:14:46,False,,Closed,Trade Update: Not Executed,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",SILVER 05 Dec 2023,,01-01-1900 00:00:00,0.00,,,0.00
2107,NSE,EQUITY,757,3971.10,3959.9,3984.70,27-10-2023 00:00:00,NA,,Intradey Trade: BUY CRISIL,Calls,2,9,6,27-10-2023 12:21:16,False,,Closed,Trade Update: Target Done,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",CRISIL,,01-01-1900 00:00:00,0.00,,,0.00
2108,NSE,OPT,125222,7.75,3.75,14.75,03-11-2023 00:00:00,NA,,Stock Option : MGL NOV 1100 CE,Calls,2,10,6,27-10-2023 13:24:17,False,,Closed,Trade Update : Target Done,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",MGL 30 Nov 2023 CE 1100.00,,01-01-1900 00:00:00,0.00,,,0.00
2109,NSE,FUTCUR,1188,100.93,100.9775,100.87,27-10-2023 00:00:00,NA,,Currency Trade: SELL GBPINR ,Calls,2,9,6,27-10-2023 14:06:24,False,,Closed,Trade Update: SL Triggered,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",GBPINR 03 Nov 2023,,01-01-1900 00:00:00,0.00,,,0.00
2110,NSE,FUTIDX,35238,8772.00,8729,8819.00,27-10-2023 00:00:00,NA,,Index Future: BUY MIDCPNIFTY OCT FUT,Calls,2,10,6,27-10-2023 14:24:12,False,,Closed,Call Update: Not Executed,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",MIDCPNIFTY 30 Oct 2023,,01-01-1900 00:00:00,0.00,,,0.00
2111,NSE,EQUITY,2885,2270.00,2219.9,2328.00,13-11-2023 00:00:00,NA,,Stock of the Day : RELIANCE,Calls,1,6,6,27-10-2023 14:38:36,False,,Open,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",RELIANCE,,01-01-1900 00:00:00,0.00,,,0.00
2112,NSE,EQUITY,2963,84.00,81.45,88.70,30-11-2023 00:00:00,NA,,Wealth Pick : BUY SAIL,Calls,1,7,6,27-10-2023 14:45:05,False,,Closed,Trade Update : Target Done,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",SAIL,,01-01-1900 00:00:00,0.00,,,0.00
2113,NSE,OPT,120394,115.00,99.95,134.40,03-11-2023 00:00:00,NA,,Stock Option : BUY LTTS 4200 CE,Calls,2,10,6,27-10-2023 14:58:15,False,,Closed,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",LTTS 30 Nov 2023 CE 4200.00,,01-01-1900 00:00:00,0.00,,,0.00
2114,NSE,OPT,150067,1.60,0.95,2.85,03-11-2023 00:00:00,NA,,Momentum Trade: POWERGRID 210 CE,Calls,2,10,6,27-10-2023 15:02:45,False,,Open,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",POWERGRID 30 Nov 2023 CE 210.00,,01-01-1900 00:00:00,0.00,,,0.00
2115,MCX,FUTCOMM,250883,60889.00,60952,60813.00,27-10-2023 00:00:00,NA,,Bullions: SELL GOLD DEC FUT,Calls,2,9,6,27-10-2023 15:34:30,False,,Closed,Trade Update: Target Done,Sell,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",GOLD 05 Dec 2023,,01-01-1900 00:00:00,0.00,,,0.00
2116,MCX,FUTCOMM,258364,705.70,706.7,704.10,27-10-2023 00:00:00,NA,,Bullions: SELL COPPER  ,Calls,2,9,6,27-10-2023 18:20:36,False,,Open,,Sell,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",COPPER 30 Nov 2023,,01-01-1900 00:00:00,0.00,,,0.00
2117,NSE,EQUITY,757,4001.10,3989.9,4016.80,30-10-2023 00:00:00,NA,,Intraday Trade: BUY CRISIL,Calls,2,9,6,30-10-2023 09:30:45,False,,Closed,Trade Update:  SL Triggered,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",CRISIL,,01-01-1900 00:00:00,0.00,,,0.00
2118,NSE,EQUITY,10453,250.10,246.95,253.85,30-10-2023 00:00:00,NA,,Intraday Trade: BUY SATIN,Calls,2,9,6,30-10-2023 09:40:17,False,,Open,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",SATIN,,01-01-1900 00:00:00,0.00,,,0.00
2119,NSE,OPT,47949,195.00,169.9,226.00,30-10-2023 00:00:00,NA,,Index Option: BUY BANKNIFTY 01 NOV 42500 CE ,Calls,2,9,6,30-10-2023 09:54:20,False,,Closed,Trade Update : Target Done,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",BANKNIFTY 01 Nov 2023 CE 42500.00,,01-01-1900 00:00:00,0.00,,,0.00
2120,NSE,OPT,120398,74.10,67.95,83.00,30-10-2023 00:00:00,NA,,Stock Option : LTTS 4300 CE,Calls,1,6,6,30-10-2023 10:23:46,False,,Open,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",LTTS 30 Nov 2023 CE 4300.00,,01-01-1900 00:00:00,0.00,,,0.00
2121,NSE,EQUITY,3456,626.00,609.9,648.00,15-11-2023 00:00:00,NA,,Stock of the Day : BUY TATAMOTORS,Calls,1,6,6,30-10-2023 10:42:45,False,,Closed,Trade Update : Target Done,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",TATAMOTORS,,01-01-1900 00:00:00,0.00,,,0.00
